phylum,class,genus,species,form,sample,img_path
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_wtmt_400x4_2_188.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_wtmt_400x4_3_188.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_wtmt_400x4_4_188.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinA_0_129.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinA_1_129.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinA_2_129.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinA_3_129.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinA_4_129.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinB_0_130.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinB_1_130.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinB_2_130.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinB_3_130.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinB_4_130.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_OR2_0_251.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_OR2_1_251.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_OR2_2_251.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_OR2_3_251.jpg
Platyhelminthes,Cestoda,Dibothriocephalus,Dibothriocephalus latus,egg,feces,./train/Dibothriocephalus latus/Dlatum_egg_OR2_4_251.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_adult2_Norway_0_213.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_adult2_Norway_1_213.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_adult2_Norway_2_213.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_adult2_Norway_3_213.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_adult2_Norway_4_213.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ2_0_171.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ2_1_171.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ2_2_171.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ2_3_171.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_AF_AZ2_4_171.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_DIC2_400x_0_193.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_DIC2_400x_1_193.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_DIC2_400x_2_193.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_DIC2_400x_3_193.jpg
Apicomplexa,Conoidasida,Sarcocystis,Sarcocystis sp.,oocysts,wet mount,./train/Sarcocystis sp./Sarcocystis_DIC2_400x_4_193.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert3_embryo_200x_0_205.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert3_embryo_200x_1_205.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert3_embryo_200x_2_205.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert3_embryo_200x_3_205.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_egg_fert3_embryo_200x_4_205.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickA_0_34.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickA_1_34.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickA_2_34.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickA_3_34.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thickA_4_34.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinA_0_136.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinA_1_136.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinA_2_136.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinA_3_136.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_troph_thinA_4_136.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_lumbrcoides_infertile_BAM1_0_199.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_lumbrcoides_infertile_BAM1_1_199.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_lumbrcoides_infertile_BAM1_2_199.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_lumbrcoides_infertile_BAM1_3_199.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/Ascaris_lumbrcoides_infertile_BAM1_4_199.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/A_lumbricoides_infert_Leiden_B_0_202.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/A_lumbricoides_infert_Leiden_B_1_202.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/A_lumbricoides_infert_Leiden_B_2_202.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/A_lumbricoides_infert_Leiden_B_3_202.jpg
Nematoda,Chromadorea,Ascaris,Ascaris lumbricoides,egg,feces,./train/Ascaris lumbricoides/A_lumbricoides_infert_Leiden_B_4_202.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinF_AZPHL_0_45.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinF_AZPHL_1_45.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinF_AZPHL_2_45.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinF_AZPHL_3_45.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinF_AZPHL_4_45.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_wtmt_0_2.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_wtmt_1_2.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_wtmt_2_2.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_wtmt_3_2.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_wtmt_4_2.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinB_0_26.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinB_1_26.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinB_2_26.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinB_3_26.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,gametocyte,blood,./train/Plasmodium falciparum/Pf_gametocyte_thinB_4_26.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinE_0_133.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinE_1_133.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinE_2_133.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinE_3_133.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,trophozoites,blood,./train/Plasmodium vivax/Pv_rings_thinE_4_133.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersD_0_51.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersD_1_51.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersD_2_51.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersD_3_51.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_MaurersD_4_51.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_acidfast3_web_0_146.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_acidfast3_web_1_146.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_acidfast3_web_2_146.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_acidfast3_web_3_146.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_acidfast3_web_4_146.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric7_0_23.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric7_1_23.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric7_2_23.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric7_3_23.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric7_4_23.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./DPDxCrypto_oo_Aura_0_152.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./DPDxCrypto_oo_Aura_1_152.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./DPDxCrypto_oo_Aura_2_152.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./DPDxCrypto_oo_Aura_3_152.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./DPDxCrypto_oo_Aura_4_152.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thickB_0_111.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thickB_1_111.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thickB_2_111.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thickB_3_111.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thickB_4_111.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_wtmt_annot_0_141.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_wtmt_annot_1_141.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_wtmt_annot_2_141.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_wtmt_annot_3_141.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_wtmt_annot_4_141.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry3_0_179.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry3_1_179.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry3_2_179.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry3_3_179.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry3_4_179.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry4_0_180.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry4_1_180.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry4_2_180.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry4_3_180.jpg
Apicomplexa,Conoidasida,Cyclospora,Cyclospora cayetanensis,oocysts,feces,./train/Cyclospora cayetanensis/Cyclospora_SAF_Henry4_4_180.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinB_0_113.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinB_1_113.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinB_2_113.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinB_3_113.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinB_4_113.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_DIC_arrow_0_24.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_DIC_arrow_1_24.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_DIC_arrow_2_24.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_DIC_arrow_3_24.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_DIC_arrow_4_24.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinF_0_117.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinF_1_117.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinF_2_117.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinF_3_117.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium vivax,gametocyte,blood,./train/Plasmodium vivax/Pv_gametocyte_thinF_4_117.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinB_0_40.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinB_1_40.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinB_2_40.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinB_3_40.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium falciparum,trophozoites,blood,./train/Plasmodium falciparum/Pf_rings_thinB_4_40.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_SC_posterior_0_218.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_SC_posterior_1_218.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_SC_posterior_2_218.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_SC_posterior_3_218.jpg
Nematoda,Chromadorea,Enterobius,Enterobius vermicularis,adult,intestine,./train/Enterobius vermicularis/Evermicularis_SC_posterior_4_218.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric4_0_5.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric4_1_5.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric4_2_5.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric4_3_5.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,cyst,wet mount,./train/Entamoeba histolytica/Ehistdisp_cyst_tric4_4_5.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_modified-ZN_0_151.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_modified-ZN_1_151.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_modified-ZN_2_151.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_modified-ZN_3_151.jpg
Apicomplexa,Conoidasida,Cryptosporidium,Cryptosporidium sp.,oocysts,feces,./train/Cryptosporidium sp./Crypto_modified-ZN_4_151.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thickB_0_91.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thickB_1_91.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thickB_2_91.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thickB_3_91.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium ovale,gametocyte,blood,./train/Plasmodium ovale/Po_gametocyte_thickB_4_91.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric3_0_19.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric3_1_19.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric3_2_19.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric3_3_19.jpg
Amoebozoa,Tubulinea,Entamoeba,Entamoeba histolytica,trophozoites,wet mount,./train/Entamoeba histolytica/Ehisto_troph_tric3_4_19.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY1_0_58.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY1_1_58.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY1_2_58.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY1_3_58.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium knowlesi,trophozoites,blood,./train/Plasmodium knowlesi/Pk_rings_thin_NY1_4_58.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_basketA_0_87.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_basketA_1_87.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_basketA_2_87.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_basketA_3_87.jpg
Apicomplexa,Aconoidasida,Plasmodium,Plasmodium malariae,trophozoites,blood,./train/Plasmodium malariae/Pm_basketA_4_87.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_tric2_0_310.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_tric2_1_310.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_tric2_2_310.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_tric2_3_310.jpg
Sarcomastigophora,Zooflagellate,Giardia,Giardia duodenalis,trophozoites,wet mount,./train/Giardia duodenalis/Giardia_troph_tric2_4_310.jpg
